trafo_id,ŞEBEKE_UNSURU_KODU
8253,SARPINCIK TR-1 35-21-L00070_A_56375148_56375148
8254,K-2953 35-02-K02953_D_56375156_56375156
8255,K-2953 35-02-K02953_B_56375157_56375157
8256,L-43 AKARCA 35-14-L00043_11053065_56375172_56375172
8257,M-2954(YATIRIM REZERVE) 35-01-M02954_C_56375176_56375176
8258,M-2954(YATIRIM REZERVE) 35-01-M02954_E_56375177_56375177
8259,L-45 JANDARMA SİTESİ 35-14-L00045_5836733_56375182_56375182
8260,L-47 DENİZKENT SİTESİ 35-14-L00047_8792046_56375205_56375205
8261,L-353 İŞTUR 35-18-L00353_12483134_56375212_56375212
8262,L-215 35-18-L00215_8909375_56375228_56375228
8263,M-1690 35-01-M01690_B_56375249_56375249
8264,K-2450 35-01-K02450_B_56375254_56375254
8265,K-2450 35-01-K02450_D_56375260_56375260
8266,K-123 35-01-K00123_D_56375266_56375266
8267,K-4339 35-01-K04339_A_56375292_56375292
8268,ŞAŞAL TR-1 35-22-M00283_B_56375341_56375341
8269,M-1336 35-08-M01336_E_56375356_56375356
8270,ÇALTI TR-1 35-28-M00261_C_56375377_56375377
8271,TÜRKELLİ TR-6 35-28-M00459_B_56375391_56375391
8272,KOZBEYLİ TR-3 35-23-M00072_42098143_56375400_56375400
8273,SAİPALTI TR-1 35-21-L00101_B_56375408_56375408
8274,SAİPALTI TR-1 35-21-L00101_A_56375409_56375409
8275,K-4019 35-02-K04019_D_56375427_56375427
8276,K-278 35-01-K00278_D_56375439_56375439
8277,K-670 35-01-K00670_C_56375455_56375455
8278,K-3163 35-10-K03163_D_56375462_56375462
8279,K-429 35-01-K00429_B_56375467_56375467
8280,L-242 35-18-L00242_8663856_56375470_56375470
8281,K-4355 35-02-K04355_C_56375481_56375481
8282,M-1690 35-01-M01690_R_56375511_56375511
8283,ARDIÇ MAHALLESİ TR-9 35-21-L00130_A_56375533_56375533
8284,K-4136 35-07-K04136_A_56375540_56375540
8285,M-37 35-02-M00037_D_56375548_56375548
8286,K-3795 35-01-K03795_E_56375561_56375561
8287,MORDOĞAN TR-3 35-21-L00141_A_56375588_56375588
8288,MORDOĞAN TR-3 35-21-L00141_B_56375590_56375590
8289,TR-1-5/4 35-20-L00062_10142959_56375608_56375608
8290,K-231 35-01-K00231_E_56375624_56375624
8291,K-231 35-01-K00231_D_56375626_56375626
8292,K-231 35-01-K00231_C_56375627_56375627
8293,YEŞİLOVA ÇAYIR TR-3 35-20-L00128_11382936_56375633_56375633
8294,YAKAPINAR TR-1 35-20-L00148_9906351_56375635_56375635
8295,YAKAPINAR TR-1 35-20-L00148_10264027_56375636_56375636
8296,YAKAPINAR TR-6 35-20-L00139_A_56375637_56375637
8297,K-414 35-01-K00414_B_56375657_56375657
8298,K-1229 35-01-K01229_D_56375658_56375658
8299,K-122 35-01-K00122_D_56375662_56375662
8300,K-1229 35-01-K01229_B_56375666_56375666
8301,CANLI TR-4 35-20-L00135_11892788_56375669_56375669
8302,K-231 35-01-K00231_F_56375671_56375671
8303,BURUNCUK TR-5 35-20-L00305_6218225_56375672_56375672
8304,MORDOĞAN TR-23 35-21-L00152_D_56375695_56375695
8305,MORDOĞAN TR-28 35-21-L00156_A_56375696_56375696
8306,L-225 35-18-L00225_C_56375697_56375697
8307,HELVACI TR-9 35-17-M00369_8793289_56375702_56375702
8308,K-3628 35-01-K03628_A_56375712_56375712
8309,K-914 35-01-K00914_B_56375716_56375716
8310,K-3590 35-01-K03590_D_56375730_56375730
8311,K-3597 35-01-K03597_F_56375731_56375731
8312,K-3594 35-01-K03594_C_56375734_56375734
8313,K-3628 35-01-K03628_C_56375754_56375754
8314,K-3600 35-01-K03600_B_56375765_56375765
8315,K-3600 35-01-K03600_C_56375768_56375768
8316,K-3603 35-01-K03603_B_56375769_56375769
8317,MORDOĞAN KÖYÜ TR-1 35-21-L00136_E_56375772_56375772
8318,K-429 35-01-K00429_D_56375785_56375785
8319,K-429 35-01-K00429_F_56375803_56375803
8320,YENİKÖY TR-4 35-22-M00271_B_56375823_56375823
8321,K-2438 35-01-K02438_C_56375886_56375886
8322,K-996 35-02-K00996_B_56375903_56375903
8323,M-1535 35-01-M01535_A_56375941_56375941
8324,M-1535 35-01-M01535_B_56375943_56375943
8325,K-2910 35-01-K02910_B_56375952_56375952
8326,KIZILCAOVA TR-4 35-20-L00173_12188335_56375978_56375978
8327,KIZILCAOVA TR-4 35-20-L00173_6445528_56375979_56375979
8328,TR-46 35-19-M00046_12199709_56376013_56376013
8329,TR-73 35-19-L00073_6376321_56376018_56376018
8330,ÜRKMEZ M-14 35-25-M00154_B_56376027_56376027
8331,YENİFOÇA TR-37 35-23-M00037_A_56376045_56376045
8332,TR-6 35-19-L00006_6053089_56376049_56376049
8333,MORDOĞAN TR-25 35-21-L00153_B_56376057_56376057
8334,SAMURLU TR-1 35-17-M00318_10905923_56376063_56376063
8335,L-365 ILDIR ÇAYAĞZI 35-18-L00365_7752341_56376066_56376066
8336,L-365 ILDIR ÇAYAĞZI 35-18-L00365_11899175_56376067_56376067
8337,K-1654 35-07-K01654_B_56376077_56376077
8338,K-1654 35-07-K01654_E_56376079_56376079
8339,TÜRKELLİ TR-1 35-28-M00462_E_56376081_56376081
8340,K-1210 35-01-K01210_C_56376089_56376089
8341,YENİFOÇA TR-51 35-23-M00051_42097953_56376091_56376091
8342,MORDOĞAN TR-28 35-21-L00156_C_56376107_56376107
8343,K-1225 35-02-K01225_C_56376109_56376109
8344,M-14 ILDIR TARIMSAL SULAMA 35-18-M00014_7332824_56376112_56376112
8345,K-4440 35-02-K04440_B_56376122_56376122
8346,K-56 35-07-K00056_D_56376136_56376136
8347,K-3296 35-07-K03296_B_56376141_56376141
8348,K-2979 35-02-K02979_C_56376152_56376152
8349,K-278 35-01-K00278_F_56376157_56376157
8350,YENİFOÇA TR-39 35-23-M00039_A_56376167_56376167
8351,L-101 ÇELEBİ 35-18-L00101_6807409_56376173_56376173
8352,K-3077 35-01-K03077_B_56376178_56376178
8353,K-122 35-01-K00122_B_56376185_56376185
8354,MENEMEN TR-73 35-28-L00073_E_56376191_56376191
8355,ÇATALKAYA TR-4 35-21-L00194_49808088_56376209_56376209
8356,L-207 MERKEZTUR 35-18-L00207_9477545_56376214_56376214
8357,K-210 35-07-K00210_B_56376229_56376229
8358,KAYNARPINAR TR-1 35-21-L00116_B_56376248_56376248
8359,KAYNARPINAR TR-2 35-21-L00115_A_56376249_56376249
8360,KAYNARPINAR TR-2 35-21-L00115_B_56376250_56376250
8361,KÖSEDERE TR-2 35-21-L00125_A_56376251_56376251
8362,KÖSEDERE TR-2 35-21-L00125_B_56376252_56376252
8363,KÖSEDERE TR-2 35-21-L00125_C_56376253_56376253
8364,K-371 35-07-K00371_D_56376263_56376263
8365,M-19 35-02-M00019_D_56376264_56376264
8366,K-2009 35-01-K02009_D_56376267_56376267
8367,BOYABAĞ TR-1 35-21-L00113_A_56376280_56376280
8368,EĞLENHOCA TR-1 35-21-L00118_A_56376289_56376289
8369,EĞLENHOCA TR-3 35-21-L00120_A_56376290_56376290
8370,ÜRKMEZ M-2 35-25-M00138_7263366_56376293_56376293
8371,TR-52 35-19-L00052_12491765_56376295_56376295
8372,TR-127 DAVUT BABA 35-19-L00127_11061507_56376312_56376312
8373,TR-127 DAVUT BABA 35-19-L00127_10152999_56376313_56376313
8374,TR-8 TUKAN SİTESİ 35-19-M00238_6223394_56376316_56376316
8375,TR-8 TUKAN SİTESİ 35-19-M00238_5860952_56376317_56376317
8376,TR-4 35-32-L00004_B_56376318_56376318
8377,TR-290 35-19-M00465_50073538_56376324_56376324
8378,K-4105 35-08-K04105_A_56376337_56376337
8379,TR-68 ÇAYIRÇEŞME 35-19-L00068_9269104_56376340_56376340
8380,TR-68 ÇAYIRÇEŞME 35-19-L00068_8797612_56376341_56376341
8381,GÜLBAHÇE TR-8 35-19-L00268_A_56376342_56376342
8382,GÜLBAHÇE TR-8 35-19-L00268_B_56376343_56376343
8383,GÜLBAHÇE TR-8 35-19-L00268_C_56376344_56376344
8384,YEŞİLTEPE MERKEZ TR-1 35-32-L00048_A_56376347_56376347
8385,K-2 35-01-K00002_A_56376348_56376348
8386,TR-46 35-19-M00046_12491427_56376357_56376357
8387,ÜRKMEZ M-16 35-25-M00141_7531952_56376360_56376360
8388,K-2 35-01-K00002_N_56376368_56376368
8389,TR-137 TORASAN MAH. 35-19-L00137_6056029_56376371_56376371
8390,TR-1804 35-28-M00566_B_56376379_56376379
8391,L-224 SİBAM EVLERİ 35-18-L00224_12194152_56376390_56376390
8392,L-224 SİBAM EVLERİ 35-18-L00224_10386751_56376392_56376392
8393,MORDOĞAN TR-33 35-21-L00150_B_56376406_56376406
8394,YENİ FOÇA TR-14 35-23-M00014_42097933_56376411_56376411
8395,T. IŞIK TARIMSAL GRUP SULAMA 35-32-L00033_A_56376414_56376414
8396,ÖRTÜLÜ TR 1 35-24-M00098_B_56376422_56376422
8397,K-77 35-01-K00077_A_56376423_56376423
8398,SABRİ KUŞ SULAMA GRUBU 35-29-M00288_A_56376431_56376431
8399,MERSİN MAH. 35-20-M00036_7523070_56376441_56376441
8400,BALABAN TR-1 35-24-M00106_A_56376455_56376455
8401,BALABAN TR-1 35-24-M00106_B_56376456_56376456
8402,K-1521 35-01-K01521_E_56376469_56376469
8403,K-1683 35-01-K01683_C_56376479_56376479
8404,L-109 (AKARCA TR-2) 35-18-L00109_12192938_56376506_56376506
8405,L-109 (AKARCA TR-2) 35-18-L00109_9478535_56376507_56376507
8406,L-67 ELMASTAŞ 35-14-L00067_7064536_56376535_56376535
8407,ASARLIK TR-11 35-28-L00129_8791815_56376537_56376537
8408,ASARLIK TR-11 35-28-L00129_10904233_56376538_56376538
8409,EĞLENHOCA TR-3 35-21-L00120_B_56376552_56376552
8410,ARDIÇ TR-8 35-21-L00131_B_56376553_56376553
8411,ARDIÇ MAHALLESİ TR-52 35-21-L00132_A_56376558_56376558
8412,MORDOĞAN TR-51 35-21-L00151_A_56376561_56376561
8413,K-447 35-07-K00447_R_56376567_56376567
8414,YAKACIK TR-4 35-20-L00242_7258541_56376577_56376577
8415,KÖSEDERE TR-1 35-21-L00124_6146772_56376605_56376605
8416,KÖSEDERE TR-1 35-21-L00124_5831709_56376606_56376606
8417,YANIKKÖY TR-1 35-28-M00215_C_56376607_56376607
8418,K-1699 35-02-K01699_C_56376631_56376631
8419,TR-129 35-19-L00129_8554589_56376639_56376639
8420,TR-76 35-19-L00076_7197643_56376644_56376644
8421,UZUNKUYU TR-1 35-19-M00203_8798404_56376658_56376658
8422,K-1205 35-01-K01205_B_56376668_56376668
8423,PAYAMLI M-7 35-25-M00179_6876130_56376675_56376675
8424,ÇİFTLİK RUMBEYLİ TR-2 35-32-L00053_A_56376681_56376681
8425,GÜLBAHÇE TR-10 35-19-L00249_8296016_56376682_56376682
8426,TR-68 ÇAYIRÇEŞME 35-19-L00068_12199863_56376690_56376690
8427,PAYAMLI M-5 35-25-M00161_B_56376694_56376694
8428,PAYAMLI M-1 KÖK 35-25-M00175_8916646_56376703_56376703
8429,TR-5 35-32-L00005_A_56376704_56376704
8430,TR-67 35-19-L00067_8166405_56376721_56376721
8431,KADIOVACIK TR-1 35-19-M00202_11576402_56376723_56376723
8432,K-2926 35-01-K02926_B_56376731_56376731
8433,K-217 35-01-K00217_D_56376757_56376757
8434,K-217 35-01-K00217_C_56376760_56376760
8435,PINARLI TR-4 35-20-M00086_7127706_56376764_56376764
8436,K-385 35-01-K00385_D_56376796_56376796
8437,K-258 35-01-K00258_B_56376807_56376807
8438,ZEYTİNOVA TR-2 35-20-L00308_6519847_56376809_56376809
8439,K-122 35-01-K00122_R_56376824_56376824
8440,K-4024 35-01-K04024_B_56376846_56376846
8441,YENİFOÇA TR-39 35-23-M00039_B_56376856_56376856
8442,K-2340 35-01-K02340_A_56376899_56376899
8443,K-2417 35-01-K02417_D_56376901_56376901
8444,K-2417 35-01-K02417_B_56376902_56376902
8445,YANIKKÖY TR-1 35-28-M00215_D_56376905_56376905
8446,YANIKKÖY TR-1 35-28-M00215_B_56376906_56376906
8447,MORDOĞAN KÖYÜ TR-1 35-21-L00136_A_56376919_56376919
8448,AMBARSEKİ KÖYÜ TR-1 35-21-L00105_B_56376924_56376924
8449,AMBARSEKİ KÖYÜ TR-1 35-21-L00105_A_56376926_56376926
8450,K-495 35-01-K00495_C_56376938_56376938
8451,SASKO SİTESİ TR-1 35-21-L00211_A_56376963_56376963
8452,BOYABAĞ TR-1 35-21-L00113_B_56376967_56376967
8453,BOYABAĞ TR-1 35-21-L00113_C_56376968_56376968
8454,TR-73 35-19-L00073_7197505_56376985_56376985
8455,TR-73 35-19-L00073_9034564_56376986_56376986
8456,ÜRKMEZ M-20 35-25-M00160_5861663_56376995_56376995
8457,TR-52 35-19-L00052_9695785_56377000_56377000
8458,M. TELLİ TARIMSAL GRUP SULAMA 35-32-L00032_A_56377006_56377006
8459,TOSUNLAR BEKİR EKİZ TARIMSAL SULAMA 35-32-L00040_B_56377009_56377009
8460,PAYAMLI M-16 35-25-M00167_A_56377022_56377022
8461,TR-290 35-19-M00465_50073536_56377024_56377024
8462,K-4105 35-08-K04105_C_56377030_56377030
8463,YAKAPINAR TR-5 35-20-L00138_C_56377071_56377071
8464,KAMİL ATMACA SULAMA GRUBU 35-29-M00256_B_56377093_56377093
8465,K-1127 35-03-K01127_D_56377110_56377110
8466,K-4415 35-01-K04415_C_56377126_56377126
8467,K-1127 35-03-K01127_C_56377135_56377135
8468,YAKAPINAR TR-3 35-20-L00153_11736652_56377138_56377138
8469,MORDOĞAN TR-1 35-21-L00201_D_56377163_56377163
8470,K-879 35-01-K00879__56377169_56377169
8471,K-879 35-01-K00879_R_56377171_56377171
8472,L-108 (AKARCA TR-1) 35-18-L00108_6672778_56377177_56377177
8473,L-105 35-18-L00105_7422403_56377179_56377179
8474,L-105 35-18-L00105_8790561_56377180_56377180
8475,K-731 35-03-K00731_A_56377192_56377192
8476,K-4145 35-01-K04145_A_56377199_56377199
8477,L-55 ÖZMET 35-14-L00055_10904363_56377216_56377216
8478,L-62 İSTUR 35-14-L00062_5838086_56377217_56377217
8479,L-245 35-18-L00245_A_56377236_56377236
8480,M-3077(YATIRIM REZERVE) 35-02-M03077_A_56377267_56377267
8481,L-106 İHSANİYE 35-14-L00106_9145551_56377274_56377274
8482,K-997 35-07-K00997_A_56377306_56377306
8483,ASARLIK TR-9 35-28-M00590_10769719_56377323_56377323
8484,ZEYTİNALANI  TR-117 35-19-L00117_B_56377333_56377333
8485,L-525 SAĞLIKÇILAR 35-18-L00525_49947525_56377336_56377336
8486,TR-67 35-19-L00067_5858112_56377362_56377362
8487,TR-67 35-19-L00067_7004385_56377363_56377363
8488,K-3901 35-08-K03901_D_56377373_56377373
8489,K-3920 35-08-K03920_D_56377375_56377375
8490,GÜLBAHÇE TR-13 (KARAPINAR) 35-19-L00143_9035202_56377385_56377385
8491,BARBAROS TR-1 35-19-M00199_A_56377407_56377407
8492,ÇİFTLİK RUMBEYLİ TR-1 35-32-L00036_B_56377414_56377414
8493,YEŞİLOCA ÇAYIR TR-4 35-20-L00129_7257426_56377424_56377424
8494,K-2 35-01-K00002_D_56377435_56377435
8495,K-2 35-01-K00002_M_56377436_56377436
8496,K-2 35-01-K00002_J_56377437_56377437
8497,BALCILAR TR-1 35-20-M00042_10898915_56377449_56377449
8498,BALCILAR TR-2 35-20-M00041_7257240_56377450_56377450
8499,YENİFOÇA TR-37 35-23-M00037_C_56377462_56377462
8500,M-333 35-02-M00333_B_56377492_56377492
8501,SAMURLU TR-1 35-17-M00318_6373817_56377502_56377502
8502,SARPINCIK TR-1 35-21-L00070_B_56377576_56377576
8503,K-3187 35-01-K03187_A_56377584_56377584
8504,MENEMEN TR-78 35-28-L00078_12047788_56377587_56377587
8505,K-240 35-01-K00240_E_56377594_56377594
8506,K-2340 35-01-K02340_B_56377597_56377597
8507,M-3080(YATIRIM REZERVE) 35-02-M03080_E_56377602_56377602
8508,M-3080(YATIRIM REZERVE) 35-02-M03080_C_56377603_56377603
8509,K-821 35-03-K00821_C_56377615_56377615
8510,K-4532 35-01-K04532_C_56377617_56377617
8511,K-1030 35-08-K01030_A_56377631_56377631
8512,K-2366 35-07-K02366_A_56377635_56377635
8513,M-878 35-02-M00878_C_56377642_56377642
8514,ZEYTİNOVA TR-5 35-20-L00312_7634787_56377650_56377650
8515,DM-3/19 35-19-M00019_6674360_56377660_56377660
8516,TR-140 35-19-L00140_7531894_56377680_56377680
8517,TR-140 35-19-L00140_6302220_56377681_56377681
8518,TR-53 35-19-L00053_5857776_56377683_56377683
8519,TR-5 35-32-L00005_B_56377689_56377689
8520,TR-112 ZEYTİNALANI 35-19-L00112_6222639_56377692_56377692
8521,KAVAKLIDERE TR-12 45-73-M00145_A_56377699_56377699
8522,TR-157 35-19-M00157_5858096_56377708_56377708
8523,PAYAMLI M-21 35-25-M00171_B_56377711_56377711
8524,PAYAMLI M-21 35-25-M00171_D_56377712_56377712
8525,YAĞCILAR TR-1 35-19-M00226_A_56377713_56377713
8526,TR-19 35-32-L00019_C_56377720_56377720
8527,TR-62 35-19-L00062_10036052_56377725_56377725
8528,ÖZBEK TR-5 35-19-M00235_5861088_56377743_56377743
8529,TR-99 ZEYTİNALANI 35-19-L00099_7893867_56377748_56377748
8530,ULUCAK DM-2/17 35-27-M00859_B_56377751_56377751
8531,DEMİRCİLİ TR-2 35-19-M00212_11399101_56377760_56377760
8532,DEMİRCİLİ TR-2 35-19-M00212_7531981_56377761_56377761
8533,ZEYTİNOVA TR-3 35-20-L00309_11384141_56377765_56377765
8534,K-1112 35-03-K01112_E_56377777_56377777
8535,YAKACIK TR-3 35-20-L00240_8544489_56377808_56377808
8536,YUSUFLU TR-1 35-20-L00227_6671596_56377809_56377809
8537,TR-20 AYI BALIĞI 35-21-L00207_C_56377811_56377811
8538,K-4707 35-02-K04707_D_56377823_56377823
8539,AHMET TÜRKELİ SULAMA GRUBU 35-29-M00255_A_56377830_56377830
8540,L-96 35-18-L00096_6347564_56377859_56377859
8541,L-47 DENİZKENT SİTESİ 35-14-L00047_7751390_56377889_56377889
8542,K-1408 35-01-K01408_A_56377894_56377894
8543,K-1408 35-01-K01408_D_56377895_56377895
8544,K-2932 35-07-K02932_A_56377953_56377953
8545,K-126 35-01-K00126_E_56377955_56377955
8546,K-2643 35-01-K02643_D_56377977_56377977
8547,K-2643 35-01-K02643_B_56377982_56377982
8548,M-14 ILDIR TARIMSAL SULAMA 35-18-M00014_6373572_56377991_56377991
8549,BURUNCUK TR-6 35-20-L00304_7524172_56377998_56377998
8550,K-176 NAKİL 35-02-K00176_H_56377999_56377999
8551,ARDIÇ MAHALLESİ TR-17 35-21-L00128_A_56378005_56378005
8552,ARDIÇ MAHALLESİ TR-9 35-21-L00130_C_56378008_56378008
8553,ARDIÇ MAHALLESİ TR-9 35-21-L00130_B_56378009_56378009
8554,DENİZGİREN TR-2 35-21-L00080_B_56378016_56378016
8555,ÜRKMEZ M-17 35-25-M00174_11577090_56378033_56378033
8556,DEMİRCİLİ TR-2 35-19-M00212_7198159_56378040_56378040
8557,ÜRKMEZ M-18 35-25-M00151_6151739_56378062_56378062
8558,M-1542 35-01-M01542_F_56378072_56378072
8559,KUŞÇULAR TR-8 35-19-M00220_5852475_56378076_56378076
8560,PAYAMLI M-16 35-25-M00167_A_56378080_56378080
8561,PAYAMLI M-15 35-25-M00180_7335900_56378083_56378083
8562,TR-67 35-19-L00067_6875555_56378094_56378094
8563,ÖZBEK TR-5 35-19-M00235_9484855_56378096_56378096
8564,ULUCAK DM-1/8 35-27-M00339_A_56378106_56378106
8565,L-367 ERBAY SİTESİ 35-18-L00367_8792475_56378121_56378121
8566,KIZILCAOVA TR-2 35-20-L00171_12479506_56378160_56378160
8567,KEMAL DERELİ SULAMA GRUBU 35-29-M00293_A_56378176_56378176
8568,K-3129 35-01-K03129_C_56378181_56378181
8569,K-3584 35-01-K03584_A_56378184_56378184
8570,K-3582 35-01-K03582_B_56378186_56378186
8571,K-3584 35-01-K03584_C_56378189_56378189
8572,K-3585 35-01-K03585_A_56378190_56378190
8573,K-2888 35-10-K02888_F_56378216_56378216
8574,K-1477 35-03-K01477_F_56378238_56378238
8575,KARABURUN TR-3 35-21-L00007_C_56378241_56378241
8576,ARDIÇ MAHALLESİ TR-12 35-21-L00134_C_56378242_56378242
8577,ASARLIK TR-5 35-28-M00176_B_56378244_56378244
8578,TR-63 GERENLİKUYU MEVKİİ 35-15-L00063_B_56378247_56378247
8579,İĞNEDERE TR-1 35-28-M00290_B_56378262_56378262
8580,M-2981(YATIRIM REZERVE) 35-02-M02981_F_56378285_56378285
8581,K-814 35-02-K00814_C_56378288_56378288
8582,K-4720 35-03-K04720_D_56378312_56378312
8583,K-1779 35-01-K01779_B_56378318_56378318
8584,K-1372 35-04-K01372_A_56378326_56378326
8585,K-1736 35-01-K01736_C_56378351_56378351
8586,K-1722 35-01-K01722_F_56378355_56378355
8587,TR-74 35-19-L00074_8294432_56378374_56378374
8588,YAĞCILAR TR-4 35-19-M00229_7067739_56378379_56378379
8589,TR-45 MANZARA CAD. 35-19-M00045_11903743_56378389_56378389
8590,TR-14 35-17-M00014_11901737_56378400_56378400
8591,TR-17 35-17-M00017_6524257_56378402_56378402
8592,HASKÖY TR-4 35-20-L00369_A_56378461_56378461
8593,TR-11 SANAYİ SİTESİ 35-19-L00011_D_56378470_56378470
8594,K-280 35-03-K00280_A_56378491_56378491
8595,K-435 35-02-K00435_B_56378495_56378495
8596,DURMUŞ SABANCI SULAMA GRUBU 35-29-M00295_B_56378516_56378516
8597,M-2552 35-09-M02552_C_56378566_56378566
8598,K-1576 35-07-K01576_B_56378573_56378573
8599,K-3734 35-04-K03734_A_56378599_56378599
8600,M-1951 35-09-M01951_B_56378619_56378619
8601,K-1860 35-09-K01860_C_56378625_56378625
8602,K-1860 35-09-K01860_D_56378626_56378626
8603,K-2640 35-07-K02640_E_56378637_56378637
8604,M-2908 (YATIRIM REZERVE) 35-02-M02908_B_56378661_56378661
8605,K-978 35-07-K00978_A_56378665_56378665
8606,M-2908 (YATIRIM REZERVE) 35-02-M02908_F_56378679_56378679
8607,SİNANCILAR KÖYÜ TR-2 35-27-L00260_B_56378719_56378719
8608,AŞAĞI YENMİŞ KÖYÜ TR1 35-27-M00383_B_56378726_56378726
8609,K-1361 35-02-K01361_A_56378733_56378733
8610,ÜÇPINAR DM 45-71-M00183_44442698_56378756_56378756
8611,K-1104 35-03-K01104_A_56378783_56378783
8612,K-1989 35-04-K01989_C_56378787_56378787
8613,K-4222 35-02-K04222_A_56378794_56378794
8614,K-4546 35-02-K04546_A_56378802_56378802
8615,TR-9 35-15-M00009_48908975_56378806_56378806
8616,K-1915 35-10-K01915_A_56378843_56378843
8617,ASARLIK TR-4 35-28-M00179_11025557_56378845_56378845
8618,MENEMEN TR-16 35-28-L00016_A_56378865_56378865
8619,ÇAMLIK KÖYÜ TR-3 35-13-L00083_D_56378873_56378873
8620,EYKO TR-1 35-30-M00027_A_56378877_56378877
8621,OLGUNLAR TR-6 35-31-L00221_47890069_56378882_56378882
8622,K-4016 35-02-K04016_B_56378888_56378888
8623,M-1950 35-09-M01950_B_56378937_56378937
8624,M-1950 35-09-M01950_C_56378938_56378938
8625,K-3247 35-07-K03247_C_56378944_56378944
8626,K-1086 35-01-K01086_E_56379020_56379020
8627,K-3094 35-02-K03094_E_56379032_56379032
8628,EYKO TR-4 35-30-M00030_B_56379035_56379035
8629,K-3501 35-01-K03501_D_56379078_56379078
8630,K-4279 35-02-K04279_A_56379128_56379128
8631,İHSAN GÖREN SLM GRB TR 35-27-M00715_C_56379129_56379129
8632,K-3872 35-04-K03872_B_56379153_56379153
8633,M-2948(YATIRIM REZERVE) 35-01-M02948_C_56379161_56379161
8634,ÇATALKAYA KÖYÜ TR-1 35-21-L00171_A_56379167_56379167
8635,ÇÖMLEKÇİ TR-3 AKAR 35-31-L00096_47966926_56379178_56379178
8636,ÇATALKAYA KÖYÜ TR-2 35-21-L00172_C_56379187_56379187
8637,ÇATALKAYA KÖYÜ TR-2 35-21-L00172_A_56379188_56379188
8638,ÇATALKAYA KÖYÜ TR-2 35-21-L00172_B_56379189_56379189
8639,MORDOĞAN TR-38 35-21-L00165_C_56379192_56379192
8640,MORDOĞAN TR-38 35-21-L00165_A_56379197_56379197
8641,KÜÇÜKBAHÇE KÖYÜ TR-1 35-21-L00085_B_56379200_56379200
8642,MORDOĞAN TR-41 35-21-L00164_A_56379220_56379220
8643,MORDOĞAN TR-41 35-21-L00164_C_56379221_56379221
8644,K-572 35-07-K00072_B_56379236_56379236
8645,M-1643 35-04-M01643_A_56379250_56379250
8646,M-1643 35-04-M01643_D_56379252_56379252
8647,M-1741 35-04-M01741_C_56379254_56379254
8648,M-1741 35-04-M01741_B_56379256_56379256
8649,_A_56379308_56379308
8650,M-1193 35-02-M01193_A_56379315_56379315
8651,K-1061 35-01-K01061_D_56379336_56379336
8652,K-2580 35-07-K02580_D_56379340_56379340
8653,K-3045 35-02-K03045_C_56379351_56379351
8654,K-1725 35-07-K01725_D_56379407_56379407
8655,M-1828 35-01-M01828_A_56379423_56379423
8656,MEHMET  EROL VE ARK. T-SULAMA GRB. 35-13-L00134_A_56379444_56379444
8657,MAHMUT YILDIZDAĞ SULAMA GRUBU TR 35-27-M00536_B_56379471_56379471
8658,KAYRAK TR-1 45-83-L00256_48007001_56379501_56379501
8659,MORDOĞAN TR-38 35-21-L00165_H_56379505_56379505
8660,MORDOĞAN TR-38 35-21-L00165_F_56379508_56379508
8661,TR-161 BAYRAMKUYU MEVKİİ 35-15-L00161_B_56379516_56379516
8662,KAYRAK TR-1 45-83-L00256_48007036_56379525_56379525
8663,BOZALAN TR-1 35-28-M00281_C_56379549_56379549
8664,BOZALAN TR-1 35-28-M00281_B_56379550_56379550
8665,KOYUNDERE TR-16 35-28-M00160_B_56379566_56379566
8666,M-234 35-02-M00234_A_56379589_56379589
8667,K-870 35-02-K00870_D_56379593_56379593
8668,K-870 35-02-K00870_C_56379596_56379596
8669,K-870 35-02-K00870_A_56379622_56379622
8670,M-2769 35-02-M02769_A_56379623_56379623
8671,K-1635 35-02-K01635_E_56379627_56379627
8672,M-837 35-02-M00837_A_56379634_56379634
8673,M-1871 35-01-M01871_B_56379702_56379702
8674,K-1406 35-01-K01406_B_56379720_56379720
8675,M-1871 35-01-M01871_A_56379729_56379729
